           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
May 16 19:24:15     40.3      671170      195    93.9%    193.7     0.9%     2.8%     0.1%     0.0%     3.1%     0.1%
May 16 19:25:27     63.9     2341958      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:26:32     50.9     2787006      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.1%     0.1%
May 16 19:27:35     54.0     3900252      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:28:37     48.6     4345328      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:30:21     50.8     6014791      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:31:42     45.1     6348537      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:32:48     44.1     7016094      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:33:50     42.3     7461769      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:34:52     47.7     9242265      195    93.9%    193.8     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:35:52     45.5     9576687      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:37:09     43.3    10022345      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:38:13     41.5    10355530      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:40:14     42.9    12129861      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:41:15     42.3    12684193      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:42:19     46.2    14680165      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:44:24     42.3    14901983      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:45:35     42.4    15789285      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:46:53     43.7    17230804      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:47:53     42.8    17563523      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:49:00     43.0    18450443      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:50:03     44.8    20003319      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:51:14     43.6    20335964      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:52:15     43.0    20779810      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:53:16     43.1    21556092      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:54:27     43.4    22554242      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:55:35     43.7    23552039      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:56:45     43.6    24328697      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:57:53     43.7    25215486      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 19:58:53     44.1    26213827      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:00:11     43.8    26989823      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:01:12     44.1    27876792      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:02:15     44.1    28653279      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:03:31     44.0    29540184      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:04:31     45.4    31204030      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:05:40     44.8    31648012      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:06:45     44.6    32313251      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:07:50     44.8    33311256      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:08:58     45.5    34641561      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:10:00     45.0    35085477      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:11:09     45.6    36415791      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:12:09     45.4    36970712      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:13:11     45.8    38079157      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:14:15     45.8    38966696      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:15:21     46.0    39964226      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:16:23     46.0    40740748      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:17:32     46.5    42071014      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:18:35     46.5    42847695      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:19:39     47.0    44178257      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:20:44     46.9    44954367      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:21:47     47.6    46395886      195    93.9%    193.7     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:22:48     47.6    47282612      195    93.9%    193.8     0.8%     2.8%     0.1%     0.0%     3.0%     0.1%
May 16 20:23:51     48.5    48945748      195    93.9%    193.8     0.8%     2.9%     0.1%     0.0%     3.0%     0.1%
May 16 20:25:06     48.1    49611281      195    93.9%    193.8     0.8%     2.9%     0.1%     0.0%     3.0%     0.1%
May 16 20:26:15     48.3    50719755      195    93.9%    193.8     0.8%     2.9%     0.1%     0.0%     3.0%     0.1%
May 16 20:27:20     49.3    52604737      195    93.9%    193.8     0.8%     2.9%     0.1%     0.0%     3.0%     0.1%
May 16 20:28:20     49.1    53270494      195    93.9%    193.8     0.8%     2.9%     0.1%     0.0%     3.0%     0.1%
May 16 20:29:20     49.6    54600685      195    93.9%    193.8     0.8%     2.9%     0.1%     0.0%     3.0%     0.1%
