           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
May 16 16:27:30      4.9      112375      195    92.3%    193.7     0.9%     4.1%     0.2%     0.0%     3.3%     0.1%
May 16 16:28:35     27.4     1117197      195    92.1%    193.7     0.9%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:29:44     39.0     2341225      195    92.1%    193.7     0.9%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:30:47     41.7     3231450      195    92.1%    193.7     0.9%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:32:05     39.3     3898812      195    92.1%    193.8     0.9%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:33:27     44.7     5456875      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:34:28     45.7     6346600      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:35:30     47.1     7348471      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:36:30     44.5     7682125      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:37:36     47.8     9128989      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:38:39     45.4     9462594      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:39:47     46.0    10461990      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:40:47     47.4    11571333      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:41:56     46.9    12348537      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:43:22     46.9    13456848      195    92.1%    193.8     0.9%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:44:22     48.3    14676754      195    92.1%    193.8     0.9%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:45:23     47.1    15120038      195    92.1%    193.8     0.9%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:46:32     47.7    16228292      195    92.1%    193.8     0.9%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:48:03     47.5    17337281      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:49:05     49.4    18889341      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:50:05     47.9    19111177      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:51:05     48.9    20330168      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:52:30     47.8    20995808      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:53:38     48.5    22214926      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:54:38     48.9    23213134      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:55:45     49.3    24321705      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:56:46     49.2    25098082      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:57:50     48.8    25763414      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 16:59:19     49.2    27204648      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:00:30     50.2    28756284      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:01:37     49.2    29088946      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:02:37     49.7    30197804      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:03:44     50.8    31860880      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:04:44     50.6    32525867      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:05:44     51.3    33856210      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:06:50     50.4    34188884      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:07:50     51.1    35518936      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:08:53     52.0    37071572      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:10:04     51.8    37958766      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:11:08     51.9    38956448      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:12:10     51.9    39843065      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:13:10     52.8    41395213      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
May 16 17:14:10     52.4    41949436      195    92.1%    193.8     0.8%     4.2%     0.2%     0.0%     3.4%     0.1%
