           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
May 16 15:34:43     63.2     1228904      195    94.0%    193.7     0.9%     2.6%     0.1%     0.0%     3.2%     0.1%
May 16 15:35:44     61.3     2230860      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.2%     0.1%
May 16 15:36:50     53.0     2898974      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.2%     0.1%
May 16 15:37:50     59.3     4234758      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.2%     0.1%
May 16 15:38:57     54.5     4902716      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:40:18     55.5     6238138      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:41:25     56.9     7462873      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:42:25     58.8     8687808      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:43:26     58.8     9689233      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:44:38     57.3    10577512      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:45:41     58.9    11910477      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:46:48     56.4    12464938      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:48:03     58.0    14017862      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:49:11     58.1    15126648      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:50:15     58.3    16236162      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:51:19     56.7    16790561      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:52:23     57.4    18010707      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:53:25     56.4    18676150      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:54:28     57.4    20007072      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:55:39     56.1    20672645      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:56:41     57.4    22114503      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:57:44     57.3    23112708      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 15:59:09     56.5    24111212      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:00:14     57.0    25331096      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:01:18     56.9    26329754      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:02:30     57.3    27660222      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:03:42     57.5    28880668      195    94.0%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:04:46     57.9    30100511      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:06:01     56.9    30766322      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:07:15     57.5    32318646      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:08:16     57.2    33095350      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:09:27     56.8    33982421      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:10:38     56.8    35092231      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:11:39     56.8    36090259      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:12:43     57.0    37199775      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:13:57     56.7    38197655      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:15:07     56.7    39307020      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:16:09     56.9    40416129      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:17:11     56.6    41192594      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:18:17     56.7    42301133      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:19:32     57.1    43743289      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:21:10     56.1    44519409      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:22:17     55.5    45074574      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:23:31     54.5    45407144      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:24:42     54.4    46404833      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:25:47     54.6    47514173      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:26:47     55.3    49066604      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:27:56     54.6    49510712      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:28:57     54.8    50619469      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:30:10     54.2    51174235      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:31:19     54.4    52394301      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:32:21     53.9    52837769      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:33:23     53.9    53725354      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:34:32     53.6    54501490      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:35:36     54.0    55832601      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:36:53     53.2    56165290      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:37:53     53.5    57384761      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:38:53     53.3    58050464      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:40:02     53.2    58937677      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:41:34     52.9    59935883      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:42:51     52.8    60934117      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:43:52     52.9    62042961      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:44:55     52.7    62708965      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:46:23     52.4    63595912      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:47:41     52.7    65148915      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:48:45     52.2    65481501      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:49:52     52.5    66812487      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:50:52     52.2    67256142      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:52:06     52.1    68253956      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:53:07     52.3    69363496      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
May 16 16:54:15     51.9    69806941      195    94.1%    193.7     0.8%     2.6%     0.1%     0.0%     3.1%     0.1%
