"","file_id","apparatus","unit_id","arena","fish_id","bin","zone","time_enter","time_exit","time_in_zone"
"24","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,62.221,62.621,0.400000000000006
"25","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,62.621,63.021,0.399999999999999
"26","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,63.021,63.421,0.399999999999999
"27","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,63.421,63.821,0.399999999999999
"28","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,63.821,64.021,0.200000000000003
"29","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,64.021,68.62,4.599
"30","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,68.62,69.02,0.399999999999991
"31","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,69.02,71.42,2.40000000000001
"32","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,71.42,71.82,0.399999999999991
"33","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,71.82,74.22,2.40000000000001
"34","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,74.22,74.42,0.200000000000003
"35","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,74.42,75.621,1.20099999999999
"36","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,75.621,76.02,0.399000000000001
"37","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,76.02,79.621,3.601
"38","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,79.621,79.82,0.198999999999998
"39","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,79.82,80.02,0.200000000000003
"40","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,80.02,80.22,0.200000000000003
"41","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,80.22,81.62,1.40000000000001
"42","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,81.62,81.82,0.199999999999989
"43","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,81.82,84.62,2.80000000000001
"44","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,84.62,85.02,0.399999999999991
"45","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,85.02,86.42,1.40000000000001
"46","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,86.42,86.82,0.399999999999991
"47","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,86.82,88.62,1.80000000000001
"48","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,88.62,88.82,0.199999999999989
"49","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,88.82,89.02,0.200000000000003
"50","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,89.02,89.22,0.200000000000003
"51","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,89.22,93.62,4.40000000000001
"52","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,93.62,94.02,0.399999999999991
"53","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,94.02,95.02,1
"54","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,95.02,95.22,0.200000000000003
"55","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,95.22,96.82,1.59999999999999
"56","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,96.82,97.02,0.200000000000003
"57","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,97.02,101.22,4.2
"58","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,101.22,101.82,0.599999999999994
"59","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,101.82,104.02,2.2
"60","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,104.02,104.42,0.400000000000006
"61","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,104.42,104.62,0.200000000000003
"62","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,104.62,107.62,3
"63","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,107.62,107.82,0.199999999999989
"64","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,107.82,110.62,2.80000000000001
"65","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,110.62,111.22,0.599999999999994
"66","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,111.22,112.82,1.59999999999999
"67","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,112.82,113.02,0.200000000000003
"68","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,113.02,113.42,0.400000000000006
"69","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,113.42,113.82,0.399999999999991
"70","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,113.82,118.02,4.2
"71","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,118.02,118.62,0.600000000000009
"72","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,118.62,118.82,0.199999999999989
"73","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,118.82,126.82,8
"74","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,126.82,127.22,0.400000000000006
"75","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,127.22,130.02,2.80000000000001
"76","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,130.02,130.42,0.399999999999977
"77","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,130.42,130.82,0.400000000000006
"78","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,130.82,131.02,0.200000000000017
"79","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,131.02,134.02,3
"80","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,134.02,134.22,0.199999999999989
"81","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,134.22,136.62,2.40000000000001
"82","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,136.62,136.82,0.199999999999989
"83","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,136.82,137.02,0.200000000000017
"84","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,137.02,137.22,0.199999999999989
"85","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,137.22,137.42,0.199999999999989
"86","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,137.42,137.62,0.200000000000017
"87","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,137.62,140.22,2.59999999999999
"88","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,140.22,146.02,5.80000000000001
"89","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,146.02,146.42,0.399999999999977
"90","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,146.42,148.42,2
"91","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,148.42,148.82,0.400000000000006
"92","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,148.82,149.22,0.400000000000006
"93","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,149.22,149.62,0.400000000000006
"94","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,149.62,149.82,0.199999999999989
"95","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,149.82,150.02,0.200000000000017
"96","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,150.02,159.02,9
"97","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,159.02,159.22,0.199999999999989
"98","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,159.22,165.22,6
"99","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,165.22,165.42,0.199999999999989
"100","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,165.42,175.019,9.59900000000002
"101","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,175.019,175.419,0.400000000000006
"102","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,175.419,181.819,6.39999999999998
"103","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,181.819,182.019,0.200000000000017
"104","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,182.019,186.619,4.59999999999999
"105","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,186.619,187.219,0.599999999999994
"106","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,187.219,193.419,6.20000000000002
"107","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,193.419,193.619,0.199999999999989
"108","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,193.619,200.619,7
"109","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,200.619,201.019,0.400000000000006
"110","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,201.019,204.019,3
"111","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,204.019,204.419,0.400000000000006
"112","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,204.419,204.819,0.399999999999977
"113","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,204.819,207.019,2.20000000000002
"114","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,207.019,207.419,0.400000000000006
"115","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,207.419,208.219,0.799999999999983
"116","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,208.219,208.419,0.200000000000017
"117","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,208.419,208.619,0.199999999999989
"118","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,208.619,208.819,0.199999999999989
"119","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,208.819,209.219,0.400000000000006
"120","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,209.219,209.419,0.200000000000017
"121","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,209.419,216.819,7.39999999999998
"122","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,216.819,217.419,0.600000000000023
"123","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,217.419,222.019,4.59999999999999
"124","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,222.019,222.419,0.400000000000006
"125","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,222.419,224.619,2.19999999999999
"126","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,224.619,242.019,17.4
"127","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,242.019,242.219,0.199999999999989
"128","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,242.219,244.019,1.80000000000001
"129","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,244.019,245.219,1.19999999999999
"130","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,245.219,247.219,2
"131","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,247.219,247.419,0.200000000000017
"132","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,247.419,249.819,2.39999999999998
"133","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,249.819,250.019,0.200000000000017
"134","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,250.019,250.619,0.599999999999994
"135","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,250.619,250.819,0.199999999999989
"136","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,250.819,254.619,3.80000000000001
"137","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,254.619,254.819,0.199999999999989
"138","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,254.819,261.419,6.59999999999999
"139","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,261.419,261.619,0.200000000000045
"140","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,261.619,261.819,0.199999999999989
"141","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,261.819,262.019,0.199999999999989
"142","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,262.019,262.219,0.199999999999989
"143","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,262.219,266.219,4
"144","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,266.219,266.419,0.199999999999989
"145","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,266.419,267.819,1.40000000000003
"146","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,267.819,268.019,0.199999999999989
"147","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,268.019,268.419,0.399999999999977
"148","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,268.419,268.619,0.200000000000045
"149","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,268.619,273.219,4.59999999999997
"150","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,273.219,273.419,0.199999999999989
"151","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,273.419,273.819,0.400000000000034
"152","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,273.819,276.619,2.80000000000001
"153","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,276.619,285.218,8.59899999999999
"154","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,285.218,285.618,0.399999999999977
"155","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,285.618,286.618,1
"156","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,286.618,286.818,0.199999999999989
"157","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,286.818,290.818,4
"158","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,290.818,291.018,0.199999999999989
"159","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,291.018,291.218,0.200000000000045
"160","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,291.218,296.018,4.79999999999995
"161","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,296.018,296.618,0.600000000000023
"162","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,296.618,297.418,0.800000000000011
"163","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,297.418,297.618,0.199999999999989
"164","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,297.618,304.818,7.19999999999999
"165","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,304.818,305.018,0.199999999999989
"166","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,305.018,308.018,3
"167","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,308.018,308.418,0.400000000000034
"168","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,308.418,308.818,0.399999999999977
"169","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,308.818,309.018,0.199999999999989
"170","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,309.018,309.818,0.800000000000011
"171","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,309.818,310.218,0.400000000000034
"172","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,310.218,316.018,5.79999999999995
"173","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,316.018,316.418,0.400000000000034
"174","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,316.418,323.218,6.80000000000001
"175","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,323.218,323.618,0.399999999999977
"176","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,323.618,331.218,7.60000000000002
"177","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,331.218,331.618,0.399999999999977
"178","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,331.618,331.818,0.199999999999989
"179","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,331.818,335.418,3.60000000000002
"180","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,335.418,335.618,0.199999999999989
"181","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,335.618,340.618,5
"182","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,340.618,340.818,0.199999999999989
"183","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,340.818,344.618,3.80000000000001
"184","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,344.618,345.218,0.600000000000023
"185","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,345.218,346.018,0.799999999999955
"186","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,346.018,346.218,0.200000000000045
"187","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,346.218,349.818,3.59999999999997
"188","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,349.818,354.418,4.60000000000002
"189","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,354.418,355.018,0.599999999999966
"190","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,355.018,358.018,3
"191","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,358.018,358.418,0.400000000000034
"192","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,358.418,358.818,0.399999999999977
"193","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,358.818,361.618,2.80000000000001
"194","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,361.618,361.818,0.199999999999989
"195","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,361.818,364.618,2.80000000000001
"196","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,364.618,365.218,0.600000000000023
"197","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,365.218,367.618,2.39999999999998
"198","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,367.618,368.018,0.399999999999977
"199","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,368.018,368.218,0.200000000000045
"200","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,368.218,370.418,2.19999999999999
"201","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,370.418,370.618,0.199999999999989
"202","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,370.618,371.018,0.399999999999977
"203","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,371.018,371.218,0.200000000000045
"204","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,371.218,371.418,0.199999999999989
"205","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,371.418,371.618,0.199999999999989
"206","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,371.618,371.818,0.199999999999989
"207","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,371.818,375.418,3.60000000000002
"208","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,375.418,375.818,0.399999999999977
"209","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,375.818,377.618,1.80000000000001
"210","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,377.618,377.818,0.199999999999989
"211","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,377.818,378.218,0.400000000000034
"212","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,378.218,378.618,0.399999999999977
"213","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,378.618,378.818,0.199999999999989
"214","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,378.818,381.618,2.80000000000001
"215","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,381.618,381.818,0.199999999999989
"216","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,381.818,382.018,0.199999999999989
"217","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,382.018,382.218,0.200000000000045
"218","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,382.218,382.818,0.599999999999966
"219","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,382.818,383.418,0.600000000000023
"220","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,383.418,386.017,2.59899999999999
"221","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,386.017,386.417,0.399999999999977
"222","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,386.417,387.618,1.20100000000002
"223","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,387.618,387.818,0.199999999999989
"224","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,387.818,393.017,5.19900000000001
"225","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,393.017,393.217,0.199999999999989
"226","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,393.217,398.217,5
"227","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,398.217,398.417,0.199999999999989
"228","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,398.417,399.217,0.800000000000011
"229","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,399.217,399.617,0.400000000000034
"230","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,399.617,399.817,0.199999999999989
"231","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,399.817,400.017,0.199999999999989
"232","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,400.017,405.217,5.19999999999999
"233","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,405.217,405.417,0.199999999999989
"234","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,405.417,411.417,6
"235","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,411.417,412.817,1.40000000000003
"236","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,412.817,413.017,0.199999999999989
"237","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,413.017,415.817,2.80000000000001
"238","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,415.817,416.017,0.199999999999989
"239","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,416.017,416.417,0.399999999999977
"240","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,416.417,416.617,0.200000000000045
"241","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,416.617,417.017,0.399999999999977
"242","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,417.017,431.017,14
"243","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,431.017,431.817,0.800000000000011
"244","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,431.817,433.017,1.19999999999999
"245","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,433.017,433.217,0.199999999999989
"246","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,433.217,436.417,3.19999999999999
"247","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,436.417,437.017,0.600000000000023
"248","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,437.017,444.817,7.80000000000001
"249","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,444.817,445.217,0.399999999999977
"250","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,445.217,445.417,0.199999999999989
"251","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,445.417,445.617,0.200000000000045
"252","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,445.617,447.017,1.39999999999998
"253","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,447.017,447.617,0.600000000000023
"254","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,447.617,450.017,2.39999999999998
"255","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,450.017,453.417,3.39999999999998
"256","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,453.417,453.617,0.200000000000045
"257","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,453.617,460.817,7.19999999999999
"258","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,1,460.817,464.417,3.59999999999997
"259","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,464.417,464.817,0.400000000000034
"260","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,464.817,465.217,0.399999999999977
"261","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,465.217,471.417,6.19999999999999
"262","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,471.417,471.617,0.200000000000045
"263","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,2,471.617,476.417,4.79999999999995
"264","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,4,476.417,477.217,0.800000000000011
"265","ymaze_inLT-20230404T114856.csv","139","3A843F","1","1",1,3,477.217,484.617,7.40000000000003
