0,Info,20/1/23 14:53,Service 'ymaze_inLT' : Execution start,,
47.032,Info,Arena,8,Exit_Zone,4
47.032,Info,Arena,8,Enter_Zone,3
47.329,Info,Arena,6,Exit_Zone,1
47.329,Info,Arena,6,Enter_Zone,4
47.529,Info,Arena,5,Exit_Zone,1
47.529,Info,Arena,5,Enter_Zone,4
47.662,Info,Arena,6,Exit_Zone,4
47.662,Info,Arena,6,Enter_Zone,2
47.972,Info,Arena,5,Exit_Zone,4
47.972,Info,Arena,5,Enter_Zone,3
48.329,Info,Arena,2,Exit_Zone,2
48.329,Info,Arena,2,Enter_Zone,4
49.196,Info,Arena,2,Exit_Zone,4
49.196,Info,Arena,2,Enter_Zone,1
49.398,Info,Arena,5,Exit_Zone,3
49.398,Info,Arena,5,Enter_Zone,4
49.464,Info,Arena,5,Exit_Zone,4
49.464,Info,Arena,5,Enter_Zone,1
49.745,Info,Arena,3,Exit_Zone,3
49.745,Info,Arena,3,Enter_Zone,4
49.941,Info,Arena,4,Exit_Zone,3
49.941,Info,Arena,4,Enter_Zone,4
50.131,Info,Arena,4,Exit_Zone,4
50.131,Info,Arena,4,Enter_Zone,3
50.163,Info,Arena,3,Exit_Zone,4
50.163,Info,Arena,3,Enter_Zone,1
51.229,Info,Arena,5,Exit_Zone,1
51.229,Info,Arena,5,Enter_Zone,4
51.329,Info,Arena,5,Exit_Zone,4
51.329,Info,Arena,5,Enter_Zone,3
51.729,Info,Arena,1,Exit_Zone,1
51.729,Info,Arena,1,Enter_Zone,4
51.929,Info,Arena,5,Exit_Zone,3
51.929,Info,Arena,5,Enter_Zone,4
51.963,Info,Arena,5,Exit_Zone,4
51.963,Info,Arena,5,Enter_Zone,1
52.062,Info,Arena,1,Exit_Zone,4
52.062,Info,Arena,1,Enter_Zone,2
53.029,Info,Arena,3,Exit_Zone,1
53.029,Info,Arena,3,Enter_Zone,4
53.864,Info,Arena,3,Exit_Zone,4
53.864,Info,Arena,3,Enter_Zone,3
53.929,Info,Arena,4,Exit_Zone,3
53.929,Info,Arena,4,Enter_Zone,4
54.196,Info,Arena,4,Exit_Zone,4
54.196,Info,Arena,4,Enter_Zone,2
54.905,Info,Arena,1,Exit_Zone,2
54.905,Info,Arena,1,Enter_Zone,3
55.034,Info,Arena,5,Exit_Zone,1
55.034,Info,Arena,5,Enter_Zone,4
55.362,Info,Arena,5,Exit_Zone,4
55.362,Info,Arena,5,Enter_Zone,3
56.496,Info,Arena,5,Exit_Zone,3
56.496,Info,Arena,5,Enter_Zone,4
56.629,Info,Arena,5,Exit_Zone,4
56.629,Info,Arena,5,Enter_Zone,1
56.804,Info,Arena,2,Exit_Zone,1
56.804,Info,Arena,2,Enter_Zone,4
57.135,Info,Arena,1,Exit_Zone,3
57.135,Info,Arena,1,Enter_Zone,4
57.166,Info,Arena,2,Exit_Zone,4
57.166,Info,Arena,2,Enter_Zone,2
57.462,Info,Arena,1,Exit_Zone,4
57.462,Info,Arena,1,Enter_Zone,1
59.328,Info,Arena,3,Exit_Zone,3
59.328,Info,Arena,3,Enter_Zone,4
60.128,Info,Arena,3,Exit_Zone,4
60.128,Info,Arena,3,Enter_Zone,1
60.328,Info,Arena,1,Exit_Zone,1
60.328,Info,Arena,1,Enter_Zone,4
60.833,Info,Arena,1,Exit_Zone,4
60.833,Info,Arena,1,Enter_Zone,3
62.062,Info,Arena,5,Exit_Zone,1
62.062,Info,Arena,5,Enter_Zone,4
62.128,Info,Arena,2,Exit_Zone,2
62.128,Info,Arena,2,Enter_Zone,4
62.332,Info,Arena,5,Exit_Zone,4
62.332,Info,Arena,5,Enter_Zone,2
62.399,Info,Arena,2,Exit_Zone,4
62.399,Info,Arena,2,Enter_Zone,3
62.604,Info,Arena,3,Exit_Zone,1
62.604,Info,Arena,3,Enter_Zone,4
62.604,Info,Arena,4,Exit_Zone,2
62.604,Info,Arena,4,Enter_Zone,4
62.887,Info,Arena,3,Exit_Zone,4
62.887,Info,Arena,3,Enter_Zone,3
63.051,Info,Arena,4,Exit_Zone,4
63.051,Info,Arena,4,Enter_Zone,3
63.563,Info,Arena,1,Exit_Zone,3
63.563,Info,Arena,1,Enter_Zone,4
63.895,Info,Arena,1,Exit_Zone,4
63.895,Info,Arena,1,Enter_Zone,2
63.962,Info,Arena,1,Exit_Zone,2
63.962,Info,Arena,1,Enter_Zone,4
64.128,Info,Arena,1,Exit_Zone,4
64.128,Info,Arena,1,Enter_Zone,1
65.662,Info,Arena,2,Exit_Zone,3
65.662,Info,Arena,2,Enter_Zone,4
66.069,Info,Arena,5,Exit_Zone,2
66.069,Info,Arena,5,Enter_Zone,4
66.204,Info,Arena,5,Exit_Zone,4
66.204,Info,Arena,5,Enter_Zone,1
66.237,Info,Arena,2,Exit_Zone,4
66.237,Info,Arena,2,Enter_Zone,2
66.304,Info,Arena,4,Exit_Zone,3
66.304,Info,Arena,4,Enter_Zone,4
66.407,Info,Arena,3,Exit_Zone,3
66.407,Info,Arena,3,Enter_Zone,4
66.767,Info,Arena,3,Exit_Zone,4
66.767,Info,Arena,3,Enter_Zone,2
67.005,Info,Arena,4,Exit_Zone,4
67.005,Info,Arena,4,Enter_Zone,1
67.208,Info,Arena,6,Exit_Zone,2
67.208,Info,Arena,6,Enter_Zone,4
67.308,Info,Arena,6,Exit_Zone,4
67.308,Info,Arena,6,Enter_Zone,1
68.195,Info,Arena,1,Exit_Zone,1
68.195,Info,Arena,1,Enter_Zone,4
68.494,Info,Arena,3,Exit_Zone,2
68.494,Info,Arena,3,Enter_Zone,4
68.561,Info,Arena,1,Exit_Zone,4
68.561,Info,Arena,1,Enter_Zone,2
68.967,Info,Arena,3,Exit_Zone,4
68.967,Info,Arena,3,Enter_Zone,3
69.335,Info,Arena,4,Exit_Zone,1
69.335,Info,Arena,4,Enter_Zone,4
69.768,Info,Arena,2,Exit_Zone,2
69.768,Info,Arena,2,Enter_Zone,4
69.865,Info,Arena,2,Exit_Zone,4
69.865,Info,Arena,2,Enter_Zone,3
69.865,Info,Arena,4,Exit_Zone,4
69.865,Info,Arena,4,Enter_Zone,1
70.161,Info,Arena,8,Exit_Zone,3
70.161,Info,Arena,8,Enter_Zone,4
70.527,Info,Arena,8,Exit_Zone,4
70.527,Info,Arena,8,Enter_Zone,3
72.161,Info,Arena,8,Exit_Zone,3
72.161,Info,Arena,8,Enter_Zone,4
72.294,Info,Arena,8,Exit_Zone,4
72.294,Info,Arena,8,Enter_Zone,1
73.194,Info,Arena,4,Exit_Zone,1
73.194,Info,Arena,4,Enter_Zone,4
73.327,Info,Arena,2,Exit_Zone,3
73.327,Info,Arena,2,Enter_Zone,4
73.394,Info,Arena,4,Exit_Zone,4
73.394,Info,Arena,4,Enter_Zone,2
73.802,Info,Arena,2,Exit_Zone,4
73.802,Info,Arena,2,Enter_Zone,2
74.295,Info,Arena,8,Exit_Zone,1
74.295,Info,Arena,8,Enter_Zone,3
75.993,Info,Arena,5,Exit_Zone,1
75.993,Info,Arena,5,Enter_Zone,4
76.26,Info,Arena,5,Exit_Zone,4
76.26,Info,Arena,5,Enter_Zone,3
77.938,Info,Arena,5,Exit_Zone,3
77.938,Info,Arena,5,Enter_Zone,4
78.165,Info,Arena,5,Exit_Zone,4
78.165,Info,Arena,5,Enter_Zone,1
78.334,Info,Arena,2,Exit_Zone,2
78.334,Info,Arena,2,Enter_Zone,4
79.06,Info,Arena,2,Exit_Zone,4
79.06,Info,Arena,2,Enter_Zone,1
80.526,Info,Arena,4,Exit_Zone,2
80.526,Info,Arena,4,Enter_Zone,4
80.933,Info,Arena,6,Exit_Zone,1
80.933,Info,Arena,6,Enter_Zone,4
80.999,Info,Arena,4,Exit_Zone,4
80.999,Info,Arena,4,Enter_Zone,3
81.264,Info,Arena,6,Exit_Zone,4
81.264,Info,Arena,6,Enter_Zone,3
81.526,Info,Arena,1,Exit_Zone,2
81.526,Info,Arena,1,Enter_Zone,4
81.893,Info,Arena,1,Exit_Zone,4
81.893,Info,Arena,1,Enter_Zone,1
82.093,Info,Arena,2,Exit_Zone,1
82.093,Info,Arena,2,Enter_Zone,4
82.84,Info,Arena,6,Exit_Zone,3
82.84,Info,Arena,6,Enter_Zone,4
83.048,Info,Arena,6,Exit_Zone,4
83.048,Info,Arena,6,Enter_Zone,2
83.19,Info,Arena,2,Exit_Zone,4
83.19,Info,Arena,2,Enter_Zone,3
83.229,Info,Arena,3,Exit_Zone,3
83.229,Info,Arena,3,Enter_Zone,4
83.263,Info,Arena,5,Exit_Zone,1
83.263,Info,Arena,5,Enter_Zone,4
83.373,Info,Arena,5,Exit_Zone,4
83.373,Info,Arena,5,Enter_Zone,2
83.553,Info,Arena,4,Exit_Zone,3
83.553,Info,Arena,4,Enter_Zone,4
83.591,Info,Arena,3,Exit_Zone,4
83.591,Info,Arena,3,Enter_Zone,1
84.234,Info,Arena,4,Exit_Zone,4
84.234,Info,Arena,4,Enter_Zone,1
84.266,Info,Arena,4,Exit_Zone,1
84.266,Info,Arena,4,Enter_Zone,4
84.33,Info,Arena,4,Exit_Zone,4
84.33,Info,Arena,4,Enter_Zone,1
85.059,Info,Arena,5,Exit_Zone,2
85.059,Info,Arena,5,Enter_Zone,4
85.227,Info,Arena,5,Exit_Zone,4
85.227,Info,Arena,5,Enter_Zone,1
85.493,Info,Arena,1,Exit_Zone,1
85.493,Info,Arena,1,Enter_Zone,4
86.06,Info,Arena,1,Exit_Zone,4
86.06,Info,Arena,1,Enter_Zone,3
86.06,Info,Arena,6,Exit_Zone,2
86.06,Info,Arena,6,Enter_Zone,4
86.396,Info,Arena,6,Exit_Zone,4
86.396,Info,Arena,6,Enter_Zone,1
86.562,Info,Arena,2,Exit_Zone,3
86.562,Info,Arena,2,Enter_Zone,4
86.597,Info,Arena,2,Exit_Zone,4
86.597,Info,Arena,2,Enter_Zone,3
86.696,Info,Arena,2,Exit_Zone,3
86.696,Info,Arena,2,Enter_Zone,4
86.949,Info,Arena,4,Exit_Zone,1
86.949,Info,Arena,4,Enter_Zone,4
87.223,Info,Arena,5,Exit_Zone,1
87.223,Info,Arena,5,Enter_Zone,4
87.39,Info,Arena,2,Exit_Zone,4
87.39,Info,Arena,2,Enter_Zone,2
87.558,Info,Arena,4,Exit_Zone,4
87.558,Info,Arena,4,Enter_Zone,2
87.689,Info,Arena,5,Exit_Zone,4
87.689,Info,Arena,5,Enter_Zone,1
88.526,Info,Arena,3,Exit_Zone,1
88.526,Info,Arena,3,Enter_Zone,4
88.767,Info,Arena,3,Exit_Zone,4
88.767,Info,Arena,3,Enter_Zone,2
89.293,Info,Arena,1,Exit_Zone,3
89.293,Info,Arena,1,Enter_Zone,4
89.459,Info,Arena,1,Exit_Zone,4
89.459,Info,Arena,1,Enter_Zone,2
89.595,Info,Arena,5,Exit_Zone,1
89.595,Info,Arena,5,Enter_Zone,4
89.626,Info,Arena,5,Exit_Zone,4
89.626,Info,Arena,5,Enter_Zone,3
90.093,Info,Arena,4,Exit_Zone,2
90.093,Info,Arena,4,Enter_Zone,4
90.559,Info,Arena,4,Exit_Zone,4
90.559,Info,Arena,4,Enter_Zone,3
91.059,Info,Arena,8,Exit_Zone,3
91.059,Info,Arena,8,Enter_Zone,4
91.128,Info,Arena,8,Exit_Zone,4
91.128,Info,Arena,8,Enter_Zone,1
91.592,Info,Arena,6,Exit_Zone,1
91.592,Info,Arena,6,Enter_Zone,4
91.959,Info,Arena,6,Exit_Zone,4
91.959,Info,Arena,6,Enter_Zone,3
92.897,Info,Arena,2,Exit_Zone,2
92.897,Info,Arena,2,Enter_Zone,4
93.459,Info,Arena,2,Exit_Zone,4
93.459,Info,Arena,2,Enter_Zone,1
93.692,Info,Arena,3,Exit_Zone,2
93.692,Info,Arena,3,Enter_Zone,4
94.292,Info,Arena,3,Exit_Zone,4
94.292,Info,Arena,3,Enter_Zone,3
94.659,Info,Arena,6,Exit_Zone,3
94.659,Info,Arena,6,Enter_Zone,4
95.092,Info,Arena,6,Exit_Zone,4
95.092,Info,Arena,6,Enter_Zone,2
95.426,Info,Arena,1,Exit_Zone,2
95.426,Info,Arena,1,Enter_Zone,4
95.492,Info,Arena,1,Exit_Zone,4
95.492,Info,Arena,1,Enter_Zone,1
95.825,Info,Arena,4,Exit_Zone,3
95.825,Info,Arena,4,Enter_Zone,4
96.026,Info,Arena,4,Exit_Zone,4
96.026,Info,Arena,4,Enter_Zone,2
96.627,Info,Arena,2,Exit_Zone,1
96.627,Info,Arena,2,Enter_Zone,4
96.763,Info,Arena,5,Exit_Zone,3
96.763,Info,Arena,5,Enter_Zone,4
96.826,Info,Arena,5,Exit_Zone,4
96.826,Info,Arena,5,Enter_Zone,1
96.992,Info,Arena,5,Exit_Zone,1
96.992,Info,Arena,5,Enter_Zone,4
97.025,Info,Arena,5,Exit_Zone,4
97.025,Info,Arena,5,Enter_Zone,1
97.458,Info,Arena,2,Exit_Zone,4
97.458,Info,Arena,2,Enter_Zone,3
97.693,Info,Arena,5,Exit_Zone,1
97.693,Info,Arena,5,Enter_Zone,4
98.025,Info,Arena,5,Exit_Zone,4
98.025,Info,Arena,5,Enter_Zone,3
98.892,Info,Arena,1,Exit_Zone,1
98.892,Info,Arena,1,Enter_Zone,4
99.325,Info,Arena,1,Exit_Zone,4
99.325,Info,Arena,1,Enter_Zone,3
99.625,Info,Arena,3,Exit_Zone,3
99.625,Info,Arena,3,Enter_Zone,4
99.725,Info,Arena,3,Exit_Zone,4
99.725,Info,Arena,3,Enter_Zone,1
100.359,Info,Arena,2,Exit_Zone,3
100.359,Info,Arena,2,Enter_Zone,4
100.493,Info,Arena,4,Exit_Zone,2
100.493,Info,Arena,4,Enter_Zone,4
100.765,Info,Arena,5,Exit_Zone,3
100.765,Info,Arena,5,Enter_Zone,4
100.991,Info,Arena,2,Exit_Zone,4
100.991,Info,Arena,2,Enter_Zone,1
100.991,Info,Arena,4,Exit_Zone,4
100.991,Info,Arena,4,Enter_Zone,3
101.125,Info,Arena,5,Exit_Zone,4
101.125,Info,Arena,5,Enter_Zone,1
102.324,Info,Arena,6,Exit_Zone,2
102.324,Info,Arena,6,Enter_Zone,4
102.458,Info,Arena,6,Exit_Zone,4
102.458,Info,Arena,6,Enter_Zone,2
103.151,Info,Arena,8,Exit_Zone,1
103.151,Info,Arena,8,Enter_Zone,4
103.223,Info,Arena,8,Exit_Zone,4
103.223,Info,Arena,8,Enter_Zone,3
103.259,Info,Arena,1,Exit_Zone,3
103.259,Info,Arena,1,Enter_Zone,4
103.68,Info,Arena,1,Exit_Zone,4
103.68,Info,Arena,1,Enter_Zone,1
104.853,Info,Arena,2,Exit_Zone,1
104.853,Info,Arena,2,Enter_Zone,4
105.152,Info,Arena,2,Exit_Zone,4
105.152,Info,Arena,2,Enter_Zone,2
105.397,Info,Arena,4,Exit_Zone,3
105.397,Info,Arena,4,Enter_Zone,4
105.82,Info,Arena,4,Exit_Zone,4
105.82,Info,Arena,4,Enter_Zone,1
106.758,Info,Arena,1,Exit_Zone,1
106.758,Info,Arena,1,Enter_Zone,4
107.01,Info,Arena,1,Exit_Zone,4
107.01,Info,Arena,1,Enter_Zone,2
108.899,Info,Arena,2,Exit_Zone,2
108.899,Info,Arena,2,Enter_Zone,4
108.965,Info,Arena,4,Exit_Zone,1
108.965,Info,Arena,4,Enter_Zone,4
109.465,Info,Arena,2,Exit_Zone,4
109.465,Info,Arena,2,Enter_Zone,3
109.642,Info,Arena,4,Exit_Zone,4
109.642,Info,Arena,4,Enter_Zone,2
110.494,Info,Arena,6,Exit_Zone,2
110.494,Info,Arena,6,Enter_Zone,4
110.722,Info,Arena,6,Exit_Zone,4
110.722,Info,Arena,6,Enter_Zone,3
111.306,Info,Arena,2,Exit_Zone,3
111.306,Info,Arena,2,Enter_Zone,4
112.364,Info,Arena,2,Exit_Zone,4
112.364,Info,Arena,2,Enter_Zone,1
112.532,Info,Arena,4,Exit_Zone,2
112.532,Info,Arena,4,Enter_Zone,4
112.912,Info,Arena,4,Exit_Zone,4
112.912,Info,Arena,4,Enter_Zone,3
113.18,Info,Arena,3,Exit_Zone,1
113.18,Info,Arena,3,Enter_Zone,4
113.347,Info,Arena,8,Exit_Zone,3
113.347,Info,Arena,8,Enter_Zone,4
113.544,Info,Arena,8,Exit_Zone,4
113.544,Info,Arena,8,Enter_Zone,1
113.783,Info,Arena,3,Exit_Zone,4
113.783,Info,Arena,3,Enter_Zone,3
115.023,Info,Arena,4,Exit_Zone,3
115.023,Info,Arena,4,Enter_Zone,4
115.69,Info,Arena,4,Exit_Zone,4
115.69,Info,Arena,4,Enter_Zone,2
116.424,Info,Arena,6,Exit_Zone,3
116.424,Info,Arena,6,Enter_Zone,4
116.559,Info,Arena,3,Exit_Zone,3
116.559,Info,Arena,3,Enter_Zone,4
116.657,Info,Arena,2,Exit_Zone,1
116.657,Info,Arena,2,Enter_Zone,4
116.801,Info,Arena,6,Exit_Zone,4
116.801,Info,Arena,6,Enter_Zone,2
116.801,Info,Arena,8,Exit_Zone,1
116.801,Info,Arena,8,Enter_Zone,4
116.869,Info,Arena,8,Exit_Zone,4
116.869,Info,Arena,8,Enter_Zone,3
117.002,Info,Arena,3,Exit_Zone,4
117.002,Info,Arena,3,Enter_Zone,1
117.623,Info,Arena,2,Exit_Zone,4
117.623,Info,Arena,2,Enter_Zone,2
117.991,Info,Arena,6,Exit_Zone,2
117.991,Info,Arena,6,Enter_Zone,4
118.29,Info,Arena,6,Exit_Zone,4
118.29,Info,Arena,6,Enter_Zone,3
118.357,Info,Arena,5,Exit_Zone,1
118.357,Info,Arena,5,Enter_Zone,4
118.623,Info,Arena,5,Exit_Zone,4
118.623,Info,Arena,5,Enter_Zone,3
118.657,Info,Arena,5,Exit_Zone,3
118.657,Info,Arena,5,Enter_Zone,4
118.69,Info,Arena,5,Exit_Zone,4
118.69,Info,Arena,5,Enter_Zone,3
119.69,Info,Arena,4,Exit_Zone,2
119.69,Info,Arena,4,Enter_Zone,4
120.489,Info,Arena,4,Exit_Zone,4
120.489,Info,Arena,4,Enter_Zone,3
120.59,Info,Arena,3,Exit_Zone,1
120.59,Info,Arena,3,Enter_Zone,4
121.025,Info,Arena,3,Exit_Zone,4
121.025,Info,Arena,3,Enter_Zone,3
121.356,Info,Arena,5,Exit_Zone,3
121.356,Info,Arena,5,Enter_Zone,4
121.423,Info,Arena,2,Exit_Zone,2
121.423,Info,Arena,2,Enter_Zone,4
121.99,Info,Arena,5,Exit_Zone,4
121.99,Info,Arena,5,Enter_Zone,2
122.023,Info,Arena,2,Exit_Zone,4
122.023,Info,Arena,2,Enter_Zone,3
123.279,Info,Arena,6,Exit_Zone,3
123.279,Info,Arena,6,Enter_Zone,4
123.453,Info,Arena,4,Exit_Zone,3
123.453,Info,Arena,4,Enter_Zone,4
123.523,Info,Arena,6,Exit_Zone,4
123.523,Info,Arena,6,Enter_Zone,1
123.859,Info,Arena,4,Exit_Zone,4
123.859,Info,Arena,4,Enter_Zone,1
123.859,Info,Arena,8,Exit_Zone,3
123.859,Info,Arena,8,Enter_Zone,4
124.194,Info,Arena,8,Exit_Zone,4
124.194,Info,Arena,8,Enter_Zone,1
124.441,Info,Arena,5,Exit_Zone,2
124.441,Info,Arena,5,Enter_Zone,4
124.579,Info,Arena,1,Exit_Zone,2
124.579,Info,Arena,1,Enter_Zone,4
124.646,Info,Arena,5,Exit_Zone,4
124.646,Info,Arena,5,Enter_Zone,2
124.895,Info,Arena,1,Exit_Zone,4
124.895,Info,Arena,1,Enter_Zone,3
125.801,Info,Arena,4,Exit_Zone,1
125.801,Info,Arena,4,Enter_Zone,4
126.023,Info,Arena,2,Exit_Zone,3
126.023,Info,Arena,2,Enter_Zone,4
126.121,Info,Arena,4,Exit_Zone,4
126.121,Info,Arena,4,Enter_Zone,2
126.576,Info,Arena,5,Exit_Zone,2
126.576,Info,Arena,5,Enter_Zone,4
126.935,Info,Arena,5,Exit_Zone,4
126.935,Info,Arena,5,Enter_Zone,3
127.556,Info,Arena,2,Exit_Zone,4
127.556,Info,Arena,2,Enter_Zone,1
127.589,Info,Arena,2,Exit_Zone,1
127.589,Info,Arena,2,Enter_Zone,4
127.791,Info,Arena,2,Exit_Zone,4
127.791,Info,Arena,2,Enter_Zone,3
128.191,Info,Arena,1,Exit_Zone,3
128.191,Info,Arena,1,Enter_Zone,4
128.525,Info,Arena,3,Exit_Zone,3
128.525,Info,Arena,3,Enter_Zone,4
128.591,Info,Arena,3,Exit_Zone,4
128.591,Info,Arena,3,Enter_Zone,1
128.694,Info,Arena,1,Exit_Zone,4
128.694,Info,Arena,1,Enter_Zone,1
128.694,Info,Arena,6,Exit_Zone,1
128.694,Info,Arena,6,Enter_Zone,4
128.97,Info,Arena,6,Exit_Zone,4
128.97,Info,Arena,6,Enter_Zone,2
129.204,Info,Arena,4,Exit_Zone,2
129.204,Info,Arena,4,Enter_Zone,4
129.723,Info,Arena,4,Exit_Zone,4
129.723,Info,Arena,4,Enter_Zone,1
130.222,Info,Arena,8,Exit_Zone,1
130.222,Info,Arena,8,Enter_Zone,4
130.391,Info,Arena,8,Exit_Zone,4
130.391,Info,Arena,8,Enter_Zone,3
130.827,Info,Arena,2,Exit_Zone,3
130.827,Info,Arena,2,Enter_Zone,4
131.898,Info,Arena,1,Exit_Zone,1
131.898,Info,Arena,1,Enter_Zone,4
132.236,Info,Arena,2,Exit_Zone,4
132.236,Info,Arena,2,Enter_Zone,1
132.405,Info,Arena,1,Exit_Zone,4
132.405,Info,Arena,1,Enter_Zone,3
132.851,Info,Arena,3,Exit_Zone,1
132.851,Info,Arena,3,Enter_Zone,4
133.647,Info,Arena,3,Exit_Zone,4
133.647,Info,Arena,3,Enter_Zone,3
133.714,Info,Arena,5,Exit_Zone,3
133.714,Info,Arena,5,Enter_Zone,4
134.262,Info,Arena,5,Exit_Zone,4
134.262,Info,Arena,5,Enter_Zone,1
135.925,Info,Arena,1,Exit_Zone,3
135.925,Info,Arena,1,Enter_Zone,4
136.553,Info,Arena,1,Exit_Zone,4
136.553,Info,Arena,1,Enter_Zone,2
136.585,Info,Arena,1,Exit_Zone,2
136.585,Info,Arena,1,Enter_Zone,4
136.686,Info,Arena,2,Exit_Zone,1
136.686,Info,Arena,2,Enter_Zone,4
136.796,Info,Arena,3,Exit_Zone,3
136.796,Info,Arena,3,Enter_Zone,4
136.93,Info,Arena,1,Exit_Zone,4
136.93,Info,Arena,1,Enter_Zone,3
